Index,Artist,Song Name,Streams,Release Date,Genre,Loudness,Popularity,Danceability,Tempo,Energy,Chord,Duration (ms)
1214,"Camilo, Evaluna Montaner",Por Primera Vez,4478685,2020-03-09,"['colombian pop', 'reggaeton colombiano']",-3.952,70.0,0.716,165,0.588,C#/Db,183547
1215,Playboi Carti,@ MEH,4420187,2021-08-13,[],-8.11,1.0,0.877,151,0.492,B,166799
1216,Tory Lanez,Broke In A Minute,4402281,2020-04-10,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",-5.595,75.0,0.929,120,0.7,C,132024
1217,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",Fantasias - Remix,4401019,2020-03-06,"['puerto rican pop', 'trap latino']",-4.454,70.0,0.816,94,0.72,C#/Db,267242
1218,BROCKHAMPTON,SUGAR,4362442,2019-08-23,"['boy band', 'hip hop', 'rap']",-8.212,75.0,0.453,122,0.538,C#/Db,204533
1219,Shirin David,90-60-111,5750861,2020-04-23,"['frauenrap', 'german hip hop', 'german pop']",-6.615,64.0,0.8,143,0.628,D,141387
1220,Travis Scott,YOSEMITE,5686981,2018-08-03,"['rap', 'slap house']",-6.571,75.0,0.785,128,0.554,C,150043
1221,KSI,Houdini (feat. Swarmz & Tion Wayne),4914429,2020-04-24,['uk hip hop'],-8.054,58.0,0.572,100,0.519,A#/Bb,169355
1222,Lil Uzi Vert,Sasuke,4701551,2020-04-24,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.116,56.0,0.859,145,0.477,C#/Db,251336
1223,"Shakira, Anuel AA",Me Gusta,4440661,2020-01-13,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",-5.184,72.0,0.775,92,0.696,C#/Db,190570
1224,The 1975,If Youâre Too Shy (Let Me Know) - Edit,4429092,2020-04-23,"['modern alternative rock', 'modern rock', 'pop', 'rock']",-4.842,59.0,0.651,125,0.806,D,239877
1225,"Alan Walker, Ava Max","Alone, Pt. II",4395061,2019-12-27,['electro house'],-4.306,77.0,0.67,88,0.668,D#/Eb,179053
1226,"Camilo, Pedro CapÃ³",Tutu,4393037,2019-08-09,"['colombian pop', 'reggaeton colombiano']",-2.592,74.0,0.731,146,0.832,A,178613
1227,Ellie Goulding,Hate Me (with Juice WRLD),4367368,2019-06-26,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']",-4.628,76.0,0.657,75,0.768,G#/Ab,186223
1228,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),4299422,2020-02-07,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",-4.692,76.0,0.803,104,0.759,G,213308
1229,J Balvin,Blanco,4214147,2019-11-15,"['latin', 'reggaeton', 'reggaeton colombiano']",-5.395,66.0,0.87,100,0.706,A,145800
1230,DaBaby,PICK UP (feat. Quavo),7065060,2020-04-17,"['north carolina hip hop', 'rap']",-4.535,65.0,0.915,129,0.612,C#/Db,118547
1231,DaBaby,JUMP (feat. YoungBoy Never Broke Again),6033348,2020-04-17,"['north carolina hip hop', 'rap']",-6.262,62.0,0.896,140,0.72,C,212093
1232,DaBaby,LIGHTSKIN SH*T (feat. Future & jetsonmade),4861875,2020-04-17,"['north carolina hip hop', 'rap']",-4.478,56.0,0.932,129,0.578,A,111173
1233,Lil Uzi Vert,That Way - Bonus Track,4825741,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.368,67.0,0.712,130,0.598,G,212354
1234,"Rvssian, Anuel AA, Juice WRLD",No Me Ame,4822090,2020-04-17,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",-4.799,64.0,0.68,160,0.766,B,180000
1235,"Kygo, Sasha Alex Sloan",I'll Wait,4674532,2020-04-03,"['edm', 'pop', 'pop dance', 'tropical house']",-6.973,70.0,0.611,122,0.651,C#/Db,215361
1236,Lil Yachty,Oprahâs Bank Account (Lil Yachty & DaBaby feat. Drake),4618744,2020-03-09,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'viral rap']",-4.363,69.0,0.836,138,0.617,C,206702
1237,DaBaby,BLAME IT ON BABY,4616034,2020-04-17,"['north carolina hip hop', 'rap']",-5.734,57.0,0.875,109,0.687,A,125907
1238,"KAROL G, Anuel AA",Follow,4593449,2020-04-01,"['latin', 'reggaeton', 'reggaeton colombiano']",-4.375,63.0,0.735,168,0.787,G,203093
1239,Dominic Fike,3 Nights,4411998,2018-10-16,"['alternative pop rock', 'pop']",-6.594,77.0,0.815,151,0.518,G,177667
1240,Tory Lanez,The Take (feat. Chris Brown),4394195,2019-11-15,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",-8.137,73.0,0.464,67,0.547,G,221492
1241,Tory Lanez,Stupid Again,5938996,2020-04-10,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",-4.941,66.0,0.775,120,0.823,F,174848
1242,Bonez MC,Shotz Fired,5291167,2020-04-09,"['german hip hop', 'hamburg hip hop']",-9.087,59.0,0.839,76,0.594,C,179844
1243,Samra,BaeBae,5290730,2020-04-09,['german hip hop'],-4.864,57.0,0.628,86,0.712,E,167827
1244,Sam Smith,To Die For,4527835,2020-02-14,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",-7.889,70.0,0.483,171,0.361,C,193795
1245,ITZY,WANNABE,4383521,2020-03-09,['k-pop girl group'],-4.41,75.0,0.809,122,0.911,F#/Gb,191242
1246,"The Chainsmokers, ILLENIUM, Lennon Stella",Takeaway,4359727,2019-12-06,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",-8.144,77.0,0.528,100,0.511,D#/Eb,209880
1247,Rod Wave,Heart On Ice,4324610,2019-06-14,['florida rap'],-8.468,70.0,0.733,157,0.389,A#/Bb,159670
1248,"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",La Cama - Remix,4261965,2020-03-27,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",-2.622,69.0,0.737,173,0.832,D,330240
1249,"Polo G, Stunna 4 Vegas",Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),4244510,2020-05-15,['chicago rap'],-3.268,41.0,0.922,141,0.813,C#/Db,165726
1250,Sub Urban,Cradles,4218201,2019-01-04,['modern indie pop'],-1.865,73.0,0.534,78,0.589,C#/Db,209829
1251,Lizzo,Good as Hell (feat. Ariana Grande),4176083,2016,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",-3.001,71.0,0.668,95,0.892,F,159011
1252,Justin Bieber,Forever (feat. Post Malone & Clever),6517807,2020-02-14,"['canadian pop', 'pop', 'post-teen pop']",-5.746,68.0,0.825,139,0.483,G#/Ab,219933
1253,Demi Lovato,I Love Me,5449099,2020-03-06,"['dance pop', 'pop', 'post-teen pop']",-7.031,67.0,0.664,150,0.561,F#/Gb,203672
1254,5 Seconds of Summer,Old Me,4724056,2020-03-27,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",-3.639,67.0,0.722,127,0.62,C,186786
1255,Bad Bunny,Pero Ya No,4666658,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-6.103,72.0,0.882,147,0.612,E,160638
1256,The Weeknd,Hardest To Love,4553544,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-7.847,67.0,0.467,80,0.608,A#/Bb,211400
1257,LuÃ­sa Sonza,BRABA,4452819,2021-08-11,[],-5.113,0.0,0.812,144,0.689,C,129782
1258,Lil Baby,Woah,4425610,2019-11-08,"['atl hip hop', 'atl trap', 'rap', 'trap']",-5.554,69.0,0.882,142,0.602,B,183011
1259,Dua Lipa,Pretty Please,4305034,2020-03-27,"['dance pop', 'pop', 'uk pop']",-6.124,67.0,0.906,106,0.474,C#/Db,194607
1260,Bazzi,I.F.L.Y.,4284951,2019-08-09,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-4.823,76.0,0.812,104,0.519,D,165714
1261,Dua Lipa,Cool,8136247,2021-02-11,"['dance pop', 'pop', 'uk pop']",-4.015,65.0,0.469,89,0.785,F,209583
1262,Dua Lipa,Future Nostalgia,8091754,2021-02-11,"['dance pop', 'pop', 'uk pop']",-4.502,65.0,0.875,114,0.813,G,184882
1263,Dua Lipa,Good In Bed,6802068,2021-02-11,"['dance pop', 'pop', 'uk pop']",-5.001,64.0,0.68,94,0.701,F,218754
1264,The Weeknd,Scared To Live,6566099,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-8.24,66.0,0.504,87,0.498,C,191307
1265,The Weeknd,Alone Again,6055294,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-7.953,66.0,0.218,65,0.652,E,250053
1266,Dua Lipa,Boys Will Be Boys,6015914,2021-02-11,"['dance pop', 'pop', 'uk pop']",-5.954,63.0,0.768,125,0.486,D#/Eb,166266
1267,"Shiva, Eiffel 65",Auto Blu,5995116,2020-03-26,"['italian hip hop', 'trap italiana']",-6.146,56.0,0.82,130,0.783,F,166087
1268,"Zuna, Loredana, SRNO",Du bist mein,5878493,2020-03-27,"['albanian hip hop', 'german hip hop']",-6.943,54.0,0.761,187,0.556,C#/Db,160357
1269,The Weeknd,Too Late,5867746,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-5.221,67.0,0.638,120,0.863,E,239973
1270,5 Seconds of Summer,Wildflower,5791343,2020-03-27,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",-4.316,65.0,0.644,108,0.768,F#/Gb,220536
1271,The Weeknd,Faith,5730081,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-7.268,67.0,0.375,175,0.605,C,283227
1272,The Weeknd,Snowchild,5423997,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-7.475,66.0,0.55,148,0.611,C,247187
1273,The Weeknd,Escape From LA,5307288,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-8.996,67.0,0.404,145,0.524,F,355960
1274,Ufo361,Allein sein,5119993,2020-03-27,"['german cloud rap', 'german hip hop']",-8.529,54.0,0.774,75,0.588,C#/Db,147353
1275,"Bad Bunny, Yaviah",Bichiyal,4946613,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-4.242,75.0,0.737,93,0.766,A#/Bb,196500
1276,"Jhay Cortez, Anuel AA, J Balvin",Medusa,4901559,2020-02-05,"['latin', 'reggaeton', 'trap latino']",-7.293,70.0,0.886,98,0.604,C,305333
1277,Little Mix,Break Up Song,4593343,2020-11-06,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",-5.416,65.0,0.631,90,0.75,F,200293
1278,5 Seconds of Summer,Teeth,4571612,2019-08-23,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",-2.961,78.0,0.749,139,0.461,A#/Bb,204887
1279,The Weeknd,Repeat After Me (Interlude),10058303,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-7.918,63.0,0.555,95,0.619,C,195813
1280,The Weeknd,Until I Bleed Out,9132077,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",-9.887,63.0,0.245,115,0.394,C,190173
1281,J Balvin,Rosa,7564893,2020-03-19,"['latin', 'reggaeton', 'reggaeton colombiano']",-5.715,64.0,0.651,175,0.561,A,189827
1282,J Balvin,Gris,7514854,2020-03-19,"['latin', 'reggaeton', 'reggaeton colombiano']",-4.717,65.0,0.849,93,0.709,F#/Gb,176627
1283,J Balvin,Negro,6651425,2020-03-19,"['latin', 'reggaeton', 'reggaeton colombiano']",-2.228,67.0,0.795,164,0.911,C,182093
1284,"J Balvin, Sky Rompiendo",Verde,5745393,2020-03-19,"['latin', 'reggaeton', 'reggaeton colombiano']",-4.295,63.0,0.828,94,0.738,G#/Ab,142547
1285,Lil Uzi Vert,Baby Pluto,5600261,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.101,69.0,0.772,160,0.634,A#/Bb,210261
1286,Lil Uzi Vert,Lo Mein,5231134,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.736,67.0,0.855,133,0.676,C#/Db,195299
1287,Niall Horan,No Judgement,5082563,2020-02-07,"['dance pop', 'pop', 'post-teen pop']",-3.835,65.0,0.723,100,0.726,C#/Db,176283
1288,Lil Uzi Vert,Futsal Shuffle 2020 - Bonus Track,5068849,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-8.57,63.0,0.879,136,0.448,G,198913
1289,"J Balvin, Mr Eazi",ArcoÃ­ris,5044774,2020-03-19,"['latin', 'reggaeton', 'reggaeton colombiano']",-5.26,62.0,0.731,92,0.787,E,186693
1290,DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),4878903,2019-09-27,"['north carolina hip hop', 'rap']",-4.141,73.0,0.816,160,0.582,G#/Ab,136366
1291,Selena Gomez,Feel Me,4765672,2020-02-21,"['dance pop', 'pop', 'post-teen pop']",-6.703,63.0,0.71,99,0.808,D,226003
1292,"Dardan, Monet192",H <3 T E L,4701388,2020-05-22,"['albanian hip hop', 'german hip hop']",-6.9,34.0,0.726,134,0.646,C#/Db,163253
1293,Bad Bunny,25/8,4684378,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-5.469,71.0,0.761,151,0.732,E,243276
1294,Christian Nodal,Se Me OlvidÃ³,4591194,2020-05-29,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",-3.082,71.0,0.65,141,0.558,C,159533
1295,JhenÃ© Aiko,B.S. (feat. H.E.R.),4557817,2020-03-06,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",-10.426,72.0,0.617,135,0.525,G#/Ab,212867
1296,Bad Bunny,SoliÃ¡,4516243,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-5.507,72.0,0.71,92,0.81,D,159282
1297,"Bad Bunny, Anuel AA",EstÃ¡ CabrÃ³n Ser Yo,4438261,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-3.999,69.0,0.81,154,0.854,A#/Bb,227939
1298,Lil Uzi Vert,Bean (Kobe) [feat. Chief Keef],9039518,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.718,67.0,0.733,75,0.567,C,238816
1299,"Lil Uzi Vert, 21 Savage",Yessirskiii,8374259,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.633,70.0,0.895,140,0.739,G#/Ab,219340
1300,Don Toliver,Cardigan,6586204,2020-03-13,"['rap', 'trap']",-6.542,70.0,0.747,142,0.497,E,158709
1301,Lil Uzi Vert,Silly Watch,6442451,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.238,65.0,0.903,130,0.535,G#/Ab,195692
1302,"Bad Bunny, Duki, Pablo Chill-E",Hablamos MaÃ±ana,6105711,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-4.496,69.0,0.683,156,0.677,C#/Db,240253
1303,Lil Uzi Vert,Lotus,6017103,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.708,58.0,0.802,150,0.748,G#/Ab,193861
1304,Ninho,Lettre Ã  une femme,5895243,2020-03-07,"['french hip hop', 'pop urbaine', 'rap francais']",-9.901,54.0,0.487,149,0.398,C#/Db,157766
1305,"Bad Bunny, Ãengo Flow",Que Malo,5544180,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-6.181,69.0,0.802,94,0.787,G,167975
1306,Lil Uzi Vert,Leaders (feat. NAV),5496780,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.895,60.0,0.95,132,0.654,C,194844
1307,Lil Uzi Vert,Strawberry Peels (feat. Young Thug & Gunna),5468083,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.978,59.0,0.862,131,0.65,A#/Bb,115350
1308,Bad Bunny,La Zona,5440382,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-3.661,69.0,0.762,93,0.801,C#/Db,136893
1309,Lil Uzi Vert,Wassup (feat. Future),5415044,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.293,57.0,0.762,130,0.622,F,193314
1310,"Bad Bunny, Mora",Una Vez,5411302,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-5.402,77.0,0.55,83,0.598,B,232496
1311,Lil Uzi Vert,Moon Relate,5324545,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-3.73,58.0,0.867,102,0.768,G,181826
1312,Niall Horan,Black And White,5204120,2020-03-13,"['dance pop', 'pop', 'post-teen pop']",-6.02,75.0,0.443,147,0.582,D,193090
1313,"SZA, Justin Timberlake",The Other Side (from Trolls World Tour),5193927,2020-02-26,"['pop', 'pop rap', 'r&b']",-6.274,68.0,0.76,105,0.607,G,188187
1314,"Nicky Jam, Anuel AA",Whine Up,5130783,2019-11-01,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",-6.224,70.0,0.817,104,0.665,A,215460
1315,Tyga,Ayy Macarena,5046905,2019-11-13,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-5.568,74.0,0.816,96,0.629,D,131607
1316,Lil Uzi Vert,Trap This Way (This Way),5043990,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.331,59.0,0.71,175,0.586,D,185439
1317,Lauv,Who (feat. BTS),5004752,2020-03-06,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-8.0,74.0,0.632,141,0.345,B,180413
1318,Lil Uzi Vert,Homecoming,4988839,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-7.428,63.0,0.929,129,0.563,A,213885
1319,Lil Uzi Vert,Got The Guap (feat. Young Thug),4946997,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.628,58.0,0.837,142,0.601,G#/Ab,176756
1320,Lil Uzi Vert,Prices,4898167,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.397,65.0,0.786,126,0.683,G,233333
1321,Lil Uzi Vert,I Can Show You,4831405,2020-03-13,"['melodic rap', 'philly rap', 'rap', 'trap']",-7.086,57.0,0.817,139,0.656,A#/Bb,120076
1322,Lil Uzi Vert,I'm Sorry,4818039,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.822,60.0,0.858,128,0.547,C#/Db,211883
1323,BTS,Black Swan,4802069,2020-02-21,"['k-pop', 'k-pop boy group']",-5.167,70.0,0.719,147,0.758,D,198261
1324,Tones And I,Bad Child,4787180,2021-08-13,[],-4.24,0.0,0.756,117,0.553,F#/Gb,221467
1325,Tainy,Adicto (with Anuel AA & Ozuna),4785720,2019-08-22,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']",-4.803,75.0,0.734,80,0.836,A#/Bb,270741
1326,Bad Bunny,<3,4755477,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-7.589,69.0,0.631,80,0.665,A#/Bb,157967
1327,Ufo361,"Bad Girls, Good Vibes",4752181,2020-03-13,"['german cloud rap', 'german hip hop']",-12.761,53.0,0.826,127,0.368,G,107446
1328,Henrique & Juliano,Liberdade ProvisÃ³ria - Ao Vivo,4730891,2020-01-31,"['sertanejo pop', 'sertanejo universitario']",-5.937,58.0,0.668,108,0.684,C#/Db,187986
1329,Lil Uzi Vert,POP,10484727,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.672,58.0,0.741,139,0.599,C#/Db,227474
1330,Lil Uzi Vert,Celebration Station,10396969,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-4.156,61.0,0.748,142,0.771,F#/Gb,195058
1331,Lil Uzi Vert,Bigger Than Life,9974143,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-4.711,62.0,0.776,140,0.752,G#/Ab,192705
1332,Lil Uzi Vert,Venetia,9824605,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-4.139,63.0,0.775,142,0.757,A,188800
1333,Lil Uzi Vert,You Better Move,9533898,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.793,60.0,0.842,118,0.556,G#/Ab,196639
1334,Lil Uzi Vert,Chrome Heart Tags,8219307,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-4.055,57.0,0.702,70,0.768,C,212821
1335,Lil Uzi Vert,Bust Me,7828045,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.256,57.0,0.734,151,0.703,B,194452
1336,Residente,RenÃ©,7240117,2020-02-27,['venezuelan hip hop'],-9.326,65.0,0.486,90,0.388,C,457592
1337,Lil Uzi Vert,Secure The Bag,7053947,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-4.485,57.0,0.803,129,0.719,C,238425
1338,Lil Uzi Vert,Urgency (feat. Syd),6224412,2020-03-06,"['melodic rap', 'philly rap', 'rap', 'trap']",-6.11,53.0,0.619,156,0.784,C#/Db,181161
1339,BTS,ON (Feat. Sia),6219276,2020-02-21,"['k-pop', 'k-pop boy group']",-4.397,64.0,0.591,105,0.848,A,246816
1340,"Bad Bunny, Kendo Kaponi, Arcangel",P FKN R,6041127,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-5.749,66.0,0.82,101,0.635,F,258280
1341,Lauv,Modern Loneliness,6020508,2020-03-06,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-7.105,68.0,0.702,82,0.508,G#/Ab,252337
1342,Lil Baby,Heatin Up (feat. Gunna),6004839,2020-02-28,"['atl hip hop', 'atl trap', 'rap', 'trap']",-9.435,66.0,0.788,129,0.436,C#/Db,177314
1343,Gunna,SKYBOX,5846484,2020-03-06,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",-6.527,59.0,0.779,140,0.707,C#/Db,178097
1344,Bazzi,Young & Alive,5578323,2020-03-05,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-5.486,71.0,0.716,86,0.563,D#/Eb,160465
1345,"Lauv, Troye Sivan",i'm so tired...,5547770,2020-03-06,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-7.058,77.0,0.599,102,0.733,B,162583
1346,A Boogie Wit da Hoodie,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",5487069,2020-02-14,"['melodic rap', 'pop rap', 'rap', 'trap']",-6.665,68.0,0.819,133,0.654,B,188563
1347,Myke Towers,Girl,5434180,2020-01-24,['trap latino'],-4.957,72.0,0.733,93,0.708,F#/Gb,186427
1348,"Bad Bunny, Myke Towers",Puesto Pa' Guerrial,5359969,2020-02-29,"['latin', 'reggaeton', 'trap latino']",-5.342,64.0,0.867,139,0.686,E,190207
1349,"Daddy Yankee, Sech",Definitivamente,5325447,2020-01-31,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",-3.39,66.0,0.813,100,0.764,G#/Ab,217773
1350,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),5315827,2019-07-12,"['pop', 'uk pop']",-6.376,77.0,0.857,97,0.621,A,204467
1351,Post Malone,I Fall Apart,5251918,2016-12-09,"['dfw rap', 'melodic rap', 'rap']",-5.408,80.0,0.556,143,0.538,G#/Ab,223347
1352,Lauv,"fuck, i'm lonely (with Anne-Marie)",5226991,2020-03-06,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-6.46,74.0,0.806,95,0.558,A,198973
1353,"Lunay, Ozuna, Anuel AA",Aventura,5206102,2019-10-25,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",-3.208,68.0,0.729,92,0.726,F,217130
1354,Selena Gomez,Rare,5195842,2020-01-10,"['dance pop', 'pop', 'post-teen pop']",-6.713,68.0,0.838,114,0.545,F,220590
1355,DaBaby,VIBEZ,5121486,2019-09-27,"['north carolina hip hop', 'rap']",-2.708,75.0,0.768,154,0.652,C#/Db,144935
1356,"Lauv, LANY",Mean It,5110064,2020-03-06,"['dance pop', 'electropop', 'pop', 'post-teen pop']",-8.543,72.0,0.746,95,0.45,G,232853
1357,Lil Uzi Vert,That Way,12059592,2020-03-01,"['melodic rap', 'philly rap', 'rap', 'trap']",-5.01,67.0,0.719,129,0.611,G,212354
1358,Lil Baby,Live Off My Closet (feat. Future),7410327,2020-02-28,"['atl hip hop', 'atl trap', 'rap', 'trap']",-3.244,59.0,0.807,147,0.678,F#/Gb,173061
1359,Lil Baby,Commercial (feat. Lil Uzi Vert),6540577,2020-02-28,"['atl hip hop', 'atl trap', 'rap', 'trap']",-8.637,67.0,0.892,120,0.486,B,214215
1360,Lil Baby,Sum 2 Prove,6497610,2020-01-10,"['atl hip hop', 'atl trap', 'rap', 'trap']",-7.57,71.0,0.823,124,0.552,E,205760
1361,BTS,Filter,5913946,2020-02-21,"['k-pop', 'k-pop boy group']",-5.188,79.0,0.781,110,0.762,A#/Bb,180221
1362,Apache 207,Matrix,5724739,2020-02-24,['german hip hop'],-8.766,55.0,0.789,114,0.509,A,183793
1363,"Dalex, Lenny TavÃ¡rez, Anitta, Natti Natasha, Farruko, Justin Quiles",Bellaquita - Remix,5676621,2019-11-22,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']",-3.582,67.0,0.795,165,0.715,C#/Db,304733
1364,"Arcangel, Bad Bunny",Infeliz,5490386,2019-12-20,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",-3.147,72.0,0.713,176,0.798,C#/Db,221103
1365,Daddy Yankee,Que Tire Pa Lante,5436773,2019-10-18,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",-2.814,72.0,0.658,93,0.901,G,210520
1366,Lil Uzi Vert,Futsal Shuffle 2020,5386512,2019-12-12,"['melodic rap', 'philly rap', 'rap', 'trap']",-8.191,67.0,0.881,136,0.457,G,198913
1367,TOKYOâS REVENGE,GOODMORNINGTOKYO!,5286044,2019-10-18,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']",-7.782,74.0,0.907,124,0.539,E,150115
1368,Stormzy,Own It (feat. Ed Sheeran & Burna Boy),5273046,2019-12-13,"['grime', 'uk hip hop']",-4.178,72.0,0.817,104,0.781,G,216707
1369,Future,"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",5260351,2020-02-15,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",-8.33,61.0,0.81,142,0.566,F,315346
1370,BTS,My Time,5212053,2020-02-21,"['k-pop', 'k-pop boy group']",-5.139,74.0,0.674,99,0.64,C,234458
1371,"Capital Bra, Samra",100k Cash,5192813,2020-02-27,['german hip hop'],-5.906,52.0,0.701,86,0.714,A#/Bb,173353
1372,Martin Garrix,Drown (feat. Clinton Kane),5186141,2020-02-27,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",-5.455,74.0,0.573,120,0.739,A,174062
1373,blackbear,me & ur ghost,5184069,2020-08-21,"['electropop', 'pop', 'pop rap']",-4.594,71.0,0.742,100,0.679,G,201398
1374,"J Balvin, Bad Bunny",QUE PRETENDES,5141047,2019-06-28,"['latin', 'reggaeton', 'reggaeton colombiano']",-4.443,77.0,0.639,92,0.791,A#/Bb,222347
1375,Taylor Swift,You Need To Calm Down,5115153,2019-08-23,"['pop', 'post-teen pop']",-5.617,78.0,0.771,85,0.671,D,171360
1376,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny TavÃ¡rez, Feid, Wisin, Zion",Quizas,5112244,2019-10-11,"['latin', 'reggaeton', 'trap latino']",-2.454,73.0,0.727,176,0.815,D#/Eb,216067
